ID	drugs	transporters	targets	enzymes	carriers	groups
DB11258	Ceramide 3					approved
DB11259	Diosmetin					approved
DB11260	Diacetyl benzoyl lathyrol					approved
DB11261	Atractylodes japonica root					approved
DB11263	Polydatin					approved
DB11264	Calcium glycerophosphate					approved
DB11266	Sea salt					approved
DB11268	Protocatechualdehyde					approved
DB11270	Atractylodes japonica root oil					approved
DB11272	Methyl undecenoyl leucinate					approved
DB11276	Pine needle oil (pinus mugo)					approved;experimental
DB11277	Aluminum zirconium pentachlorohydrex gly					approved
DB11279	Brilliant green					approved;vet_approved
DB11286	Colloidal oatmeal					approved;nutraceutical
DB11292	Docosahexaenoate					investigational;approved
DB11293	Rice bran oil					approved
DB11294	Coccidioides immitis spherule		HLA-B;HLA-A			approved
DB11295	Trichophyton verrucosum					approved
DB11296	Prezatide					approved;experimental
DB11298	Thioredoxin					approved
DB11299	Vanillyl butyl ether					approved
DB11300	Thrombin		F2RL3;F2R			investigational;approved
DB11301	Curcuma aromatica root oil					approved
DB11302	Hydrogenated soybean oil					approved
DB11304	Phenoxyethanol					approved
DB11311	Prothrombin		F13A1;FGA;FGB;CPB2	F10		approved
DB11312	Protein C					approved
DB11315	Methscopolamine					approved
DB11321	Cod liver oil					approved;vet_approved
DB11323	Glycol salicylate					approved
DB11326	Boric acid					approved
DB11327	Dipyrithione					approved
DB11329	C11-12 isoparaffin					approved
DB11330	Factor IX Complex (Human)					investigational;approved
DB11333	Poloxamer 188					approved
DB11336	Kinetin					approved
DB11338	Clove oil					approved
DB11340	Ubiquinol					investigational;approved
DB11341	Ichthammol					approved
DB11342	Aluminum oxide					approved
DB11343	Silanol					approved
DB11346	Rubidium					investigational;approved
DB11348	Calcium Phosphate	SLC20A2;SLC20A1;CACNA1E;PKD1L3;RYR1;CACNA1A;RYR3;RYR2;CATSPER1;CACNA1C;CACNA1G;SLC34A1;TRPV5;SLC34A3;SLC34A2;PKD2L1;SLC8A1;TRPV6	CHP1;NCS1;S100A13;RGN;S100B;CASQ1;CALM3;CASQ2;CIB2;SPARC;CIB1;CANX;CASR;PDCD6;S100A6;PEF1;GCA;TPT1;SRI;FBN2;FBN3;CALB2;S100A16;CALM2;CADPS;CAPS;NUCB1;NUCB2;CADPS2;CALR;CALM1;NRXN1;CALR3		S100G;ALB;CALB1	approved
DB11349	Cetyl ethylhexanoate					approved
DB11350	Cocamidopropyl betaine					approved
DB11352	Ascorbyl phosphate					approved
DB11355	Propolis wax					approved
DB11356	Polyquaternium-10 (400 cps at 2%)					approved
DB11357	Linseed oil					investigational;approved
DB11358	Evening primrose oil					investigational;approved
DB11359	Guaiacol		ALB			approved
DB11360	Lactobacillus plantarum					investigational;approved
DB11362	Selexipag	SLCO1B1;SLCO1B3;ABCB1	PTGIR	CES1;CYP2C8;CYP3A4		approved
DB11363	Alectinib	ABCG2	ALK		ABCB1	investigational;approved
DB11364	Pidotimod					approved
DB11365	Sennosides		pol			approved
DB11386	Chlorobutanol		KCNH2			investigational;approved;vet_approved
DB11482	Balsam of Peru					approved;vet_approved
DB11560	Lesinurad		SLC22A12;SLC22A11	CYP2C9		investigational;approved
DB11563	Sebelipase alfa					investigational;approved
DB11569	Ixekizumab		IL17A			investigational;approved
DB11570	Padimate O					approved
DB11571	Human Thrombin					approved
DB11572	Thrombin Alfa					approved
DB11573	Aluminum chlorohydrate					approved
DB11574	Elbasvir	ABCB1		CYP3A43;CYP3A7;CYP3A4;CYP3A5		approved
DB11575	Grazoprevir	SLCO1B1;ABCB1;SLCO1B3	NS3/4A	CYP3A4	ALB;ORM1	approved
DB11577	Indigotindisulfonic Acid		AHR			approved
DB11579	Light Mineral Oil					approved
DB11581	Venetoclax	ABCB1;ABCG2	BCL2	CYP3A4		investigational;approved
DB11582	Thiocolchicoside		GLRA1;GABRA1;TNFSF11			investigational;approved
DB11583	Cetalkonium					approved
DB11586	Asunaprevir		NS3			investigational;approved
DB11588	Carbon monoxide					investigational;approved
DB11589	Neon					investigational;approved
DB11590	Thimerosal	ITPR1	MTR;FXYD2;SLC7A11	GPX1;GSR;SOD2	ALB	approved
DB11591	Bilastine	SLC22A1;SLCO1A2;ABCB5;SLCO2B1	HRH1			investigational;approved
DB11594	Domiphen					approved;experimental
DB11595	Atezolizumab		CD274			investigational;approved
DB11596	Levoleucovorin		glyA;folA			investigational;approved
DB11597	Human Rho(D) immune globulin		RHD			investigational;approved
DB11598	Antithrombin III human		SERPINC1			approved
DB11599	Starch, corn					approved;nutraceutical
DB11600	Beeswax					approved
DB11601	Tuberculin Purified Protein Derivative		TLR2			approved
DB11602	Hydroxyethyl cellulose					approved
DB11603	Human rabies virus immune globulin					approved
DB11604	Tetanus Immune Globulin		tetX			approved
DB11605	Myrrh		NR1H4;NR1I2;PPARA	CYP3A4		approved
DB11606	Susoctocog alfa		VWF			investigational;approved
DB11607	Efmoroctocog alfa		VWF			investigational;approved
DB11608	Eftrenonacog alfa					investigational;approved
DB11609	Normethadone					illicit;approved
DB11610	Oxilofrine					approved
DB11611	Lifitegrast	SLCO1A2;SLCO2B1	ITGAL	CYP2C9		approved
DB11613	Velpatasvir	SLCO1B1;ABCB1;ABCG2;SLCO1B3;SLCO2B1		CYP2C8;CYP3A4;CYP2B6		investigational;approved
DB11614	Rupatadine		PTAFR;HRH1	CYP2C9;CYP3A4;CYP2C19;CYP2D6		approved
DB11619	Gestrinone		NR3C1;ESR1;SHBG;AR;GNRHR;PGR			approved
DB11621	Human Varicella-Zoster Immune Globulin					approved
DB11622	Dehydrocholic acid					approved;experimental
DB11624	Epoetin delta					investigational;approved;withdrawn
DB11626	Tasonermin		TNFRSF1B;TNFRSF1A			approved
DB11627	Hepatitis B Vaccine (Recombinant)					approved;withdrawn
DB11629	Laropiprant					investigational;approved;withdrawn
DB11630	Temoporfin					investigational;approved
DB11632	Opicapone					investigational;approved
DB11633	Isavuconazole	ABCB1;ABCG2;SLC22A2	KCNJ11;SCN5A;KCNJ6;KCNH2;KCNJ9;CACNA1C;KCND3;KCNQ1;ERG11;KCNA5	CYP2C9;CYP2C8;CYP2D6;CYP2B6;CYP2C19;UGT1A9;UGT1A8;CYP3A4;CYP3A5		investigational;approved
DB11634	Colestilan chloride					investigational;approved;withdrawn
DB11635	Tocofersolan					approved
DB11636	Nomegestrol					approved
DB11637	Delamanid			ddn		investigational;approved
DB11638	Artenimol		ACTG1;HSPA8;SF1;TPI1;OAT;LACZ;ZYX;DDX39B;CPK4;TAGLN2;TPx1;MDR1;GPI;P4HB;ATP6;RPL14;RPL10;RPL18;SHMT2;SNRPD2;PKAr;TUBB4A;UAP56;TCTP;DDX5;CSRP1;PKM;CRT;RPL4;ATP5L;GAPDH;HK;tlp1;GBP;VIM;SRSF4;CCT3;TUBA1A;KHSRP;SRP14;NPEPPS;PGK1;DPYSL2;TUBB6;DSP;ENO;SFPQ;FTO;SERA5;G6PD;TUBB;MSP-1;PFN1;serca;FLNA;RPS6;RPS5;ATP5O;PGAM1;RPS17;RPS9;RPS8;ATP5A1;MYH9;TPM1;CAST;HNRNPK;HNRNPD;CLIC1;RPS28;ENO1;MEF-1;CYCS;ALDH7A1;LGALS1;ALB;PPIA;RPS13;HP1BP3;MDH1;RPL23A;EEF1A1;RPS19;RPS18;PRDX1;MAP4;pdx1;Sec31p;IQGAP1;vapA;HNRNPA2B1;LDHA;LDHB;ANXA2;HSPB1;GAPDHS;ACS3;CFL1;ALDOA;RESA;NPM1;RPL35;H45	UGT2B7;CYP1A2;CYP2C19;UGT1A9;CYP2D6		investigational;approved
DB11639	Dibotermin alfa		BMPR1A;BMPR2			investigational;approved
DB11640	Amifampridine					approved
DB11641	Vinflunine	ABCB5				investigational;approved
DB11642	Pitolisant	SLC22A1	HRH3;KCNH2	CYP3A4;CYP2B6;CYP1A2;CYP2D6		investigational;approved
DB11643	Recombinant Cholera Toxin B Subunit					approved
DB11644	Tafamidis					investigational;approved
DB11660	Latanoprostene Bunod	SLC22A1;SLCO2B1	PTGFR			investigational;approved
DB11672	Curcumin		PPARG;GSTP1;VDR;CBR1;ABCC5			investigational;approved
DB11691	Naldemedine	ABCB5	OPRK1;OPRM1;OPRD1	CYP3A4;UGT1A3		investigational;approved
DB11699	Tropisetron		HTR3A			investigational;approved
DB11703	Acalabrutinib		BTK			investigational;approved
DB11705	Iomeprol					investigational;approved
DB11712	Tezacaftor		CFTR	CYP3A4;CYP3A5	ALB	investigational;approved
DB11714	Durvalumab		CD274;CD80			investigational;approved
DB11728	Fondaparinux					investigational;approved
DB11730	Ribociclib		CDK4;CDK6			investigational;approved
DB11735	Galactose					investigational;approved
DB11737	Icotinib		EGFR	CYP3A4;CYP1A2		investigational;approved
DB11738	Rilmenidine		ADRA2A			investigational;approved
DB11742	Ebastine					investigational;approved
DB11748	Benfotiamine					investigational;approved
DB11750	Clobetasol					investigational;approved
DB11767	Sarilumab		IL6R;FCGR2B;FCGR3A;FCGR3B;FCGR1A;FCGR2A	GPT;CYP3A4;GIG18;GPT2		investigational;approved
DB11768	O-(2,4-dichlorophenyl)-O-methyl-isopropylphosphoramidothioate					investigational;approved
DB11776	Brodalumab					investigational;approved
DB11788	Neuropeptide Y					investigational;approved
DB11791	Capmatinib					investigational;approved
DB11793	Niraparib		PARP1;PARP2	CES1A1a;GUSB		investigational;approved
DB11799	Bictegravir		pol	CYP3A4;SLC47A1;POU2F2;UGT1A1		investigational;approved
DB11815	Tilarginine					investigational;approved
DB11817	Baricitinib	ABCG2;SLC22A6;SLCO1B3;ABCB1;SLC22A1;SLC22A2;SLC47A2;SLC47A1;SLC22A8	PTK2B;JAK2;JAK3;JAK1	CYP3A4		investigational;approved
DB11823	Esketamine					investigational;approved
DB11827	Ertugliflozin	ABCB1;ABCG2	SLC5A2	UGT1A4;UGT2B7;UGT1A9;UGT1A1	ALB	investigational;approved
DB11828	Neratinib	ABCB5	EGFR	FMO3;CYP3A4	ALB;ORM1	investigational;approved
DB11834	Guselkumab		IL23A			investigational;approved
DB11835	Indium In-111 pentetreotide					investigational;approved
DB11842	Angiotensin II		AGTR1			investigational;approved
DB11901	Apalutamide	ABCG2;SLCO1B1;ABCB1;SLC22A2;SLC47A2;SLC47A1;SLC22A8	AR;GABRA1	CYP2C9;CYP2C8;CYP3A4;CYP2C19		investigational;approved
DB11915	Valbenazine		VMAT2	CYP3A4;CYP3A5;CYP2D6		investigational;approved
DB11921	Deflazacort			CYP3A4;CES1A1a		investigational;approved
DB11943	Delafloxacin	ABCG2;ABCB5	parC;gyrA	CYP2C9;CYP2E1;UGT2B15;CYP3A4;UGT1A1;UGT1A3	ALB	investigational;approved
DB11945	Avelumab		CD274			investigational;approved
DB11988	Ocrelizumab		MS4A1			investigational;approved
DB11989	Benznidazole					investigational;approved
DB11994	Diacerein		CYP2C9;CYP1A2;CYP2D6;ALOX5;CYP2E1;CYP3A4;NR1H2;NR1H3			investigational;approved
DB12001	Abemaciclib	SLC47A2;SLC47A1;OTC;ABCB1;ABCG2	CDK4;CDK6	CYP3A4	ALB;ORM1	investigational;approved
DB12007	Isoflavone					investigational;approved
DB12023	Benralizumab		IL5RA;FCGR3A			investigational;approved
DB12026	Voxilaprevir	SLCO1B1;ABCB1;ABCG2;SLCO1B3	NS3/4A	CYP2C8;CYP3A4;CYP1A2		investigational;approved
DB12070	Letermovir	ABCG2;ABCB11;SLCO1B1;SLCO1B3;SLC22A8;ABCC2;ABCB1	TRM1;TRM3;TRM2	CYP2C9;CYP2C8;CYP2D6;CYP2B6;CYP2C19;UGT1A1;UGT1A3		investigational;approved
DB12091	Gadolinium					investigational;approved
DB12095	Telotristat ethyl		TPH1;TPH2			investigational;approved
DB12097	Mannitol busulfan					investigational;approved
DB12107	Vaborbactam					investigational;approved
DB12127	Sultamicillin					investigational;approved
DB12153	Citicoline					investigational;approved
DB12159	Dupilumab		IL4R			investigational;approved
DB12161	Deutetrabenazine		SLC18A2	CYP1A2;CYP2D6;CBR1;CBR3;CYP3A4;CYP3A5		investigational;approved
DB12208	Iron isomaltoside 1000					investigational;approved
DB12243	Edaravone					investigational;approved
DB12249	Stem bromelain					investigational;approved
DB12267	Brigatinib	SLC47A2;ABCG2;SLC47A1;SLC22A1;ABCB5	ERBB2;IGF1R;ALK;ERBB4;EGFR;MET;INSR;ABL1;FLT3	CYP2C8;CYP3A4		investigational;approved
DB12277	Polihexanide					investigational;approved
DB12278	Propiverine					investigational;approved
DB12293	Nefopam					investigational;approved
DB12300	P-nitrobiphenyl					investigational;approved
DB12313	Dopexamine					investigational;approved
DB12328	Cantharidin		AHR			investigational;approved
DB12332	Rucaparib	ABCG2;SLC22A6;SLCO1B3;SLCO1B1;ABCB1;SLC22A1;ABCC4;SLC47A2;SLC47A1;SLC22A8	PARP1;PARP2;PARP3	CYP3A43;CYP2C9;CYP1A2;CYP2D6;CYP2C8;CYP2C19;CYP3A7;CYP3A4;CYP3A5;UGT1A1		investigational;approved
DB12343	Temocillin					investigational;approved
DB12362	Diaminohydroxypropanetetraacetic acid					investigational;approved
DB12364	Betrixaban	ABCB1;KCNH2	F10	F2		investigational;approved
DB12366	Vestronidase alfa					investigational;approved
DB12401	Bromperidol					investigational;approved
DB12407	Iobitridol					investigational;approved
DB12434	Steviolbioside					investigational;approved
DB12473	Taurolidine					investigational;approved
DB12474	Lynestrenol					investigational;approved
DB12483	Copanlisib	SLC47A2;ABCB1;ABCG2	PIK3CA;PIK3CD	CYP3A43;CYP3A7;CYP3A4;CYP3A5	ALB	investigational;approved
DB12492	Piritramide					investigational;approved
DB12529	Nitrite					investigational;approved
DB12532	Oxethazaine					investigational;approved
DB12537	Benzodiazepine					investigational;approved
DB12554	Mebeverine					investigational;approved
DB12598	Nafamostat	SLC22A1;SLC22A2	F2;PRSS1;KLK1;ICAM1;F12;F10			investigational;approved
DB12602	Pentetreotide					investigational;approved
DB12667	Protionamide					investigational;approved
DB12698	Ibalizumab		CD4;CCR5;CXCR4			investigational;approved
DB12710	Perazine					investigational;approved
DB12728	Fenpropidin					investigational;approved
DB12754	Iodide					investigational;approved
DB12767	Gaxilose					investigational;approved
DB12783	Benserazide					investigational;approved
DB12792	Boscalid					investigational;approved
DB12821	Perflubutane					investigational;approved
DB12834	Secnidazole					approved
DB12865	Etelcalcetide		CASR			investigational;approved
DB12867	Benperidol					investigational;approved
DB12872	Vonicog Alfa		F8;COL1A1	ADAMTS13		investigational;approved
DB12909	Factor XIII (human)					investigational;approved
DB12911	Nicoboxil					investigational;approved
DB12924	Ozenoxacin		parC;gyrA			investigational;approved
DB12938	Isoxaflutole					investigational;approved
DB12945	Dihydralazine					investigational;approved
DB12952	Methylprednisone					investigational;approved
DB12954	Terizidone					investigational;approved
DB12965	Silver					investigational;approved
DB12982	Silicon					investigational;approved
DB13025	Tiapride		ADRA1A;DRD2;DRD3;ADRA2A;HRH1;HTR1A			investigational;approved
DB13063	Parthenolide					investigational;approved
DB13074	Macimorelin		GHSR	CYP3A4		investigational;approved
DB13076	Yttrium Y-90					investigational;approved
DB13085	Riamet					investigational;approved
DB13092	Meclocycline	ompF;ompC	rpsG	tetX2		investigational;approved
DB13100	Biguanide					investigational;approved
DB13114	Amitriptylinoxide					investigational;approved
DB13116	Norflurane					investigational;approved
DB13117	Pentafluoropropane					investigational;approved
DB13133	Von Willebrand Factor Human		F8;COL1A1	ADAMTS13		investigational;approved
DB13136	Fluindione					investigational;approved
DB13139	Levosalbutamol	SLCO1B1;SLCO1B3	ADRB2	CYP3A4;CYP2D6		investigational;approved
DB13140	Bezlotoxumab		toxB			investigational;approved
DB13142	Calcium glubionate					approved
DB13144	Lenograstim		CSF3R			investigational;approved
